Project:,PALACIOS CARIBBEAN,,,,,,,,,,,,,,,,,,,,,,,,,
Select Structural Southern Pine 2x4 19.938,8,19.938,20,0.062,106.333,106.667,0.333,160,Southern Pine,Select Structural,Untreated,2,4,$7.64 ,$61.14 ,$7.67 ,$61.33 ,$575.00 ,T-3B,,,,,,,
Select Structural Southern Pine 2x6 15.771,1,15.771,16,0.229,15.771,16,0.229,16,Southern Pine,Select Structural,Untreated,2,6,$7.73 ,$7.73 ,$7.84 ,$7.84 ,$490.00 ,FT-3C,,,,,,,
# 1 Southern Pine 2x4 3.331,1,3.331,4,0.669,2.22,2.667,0.446,4,Southern Pine,Number 1,Untreated,2,4,$1.15 ,$1.15 ,$1.39 ,$1.39 ,$520.00 ,FT-3C,,,,,,,
# 1 Southern Pine 2x4 3.536,4,3.536,4,0.464,9.431,10.667,1.236,16,Southern Pine,Number 1,Untreated,2,4,$1.23 ,$4.90 ,$1.39 ,$5.55 ,$520.00 ,FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 1 Southern Pine 2x4 5.519,8,5.519,6,0.481,29.435,32,2.565,48,Southern Pine,Number 1,Untreated,2,4,$1.91 ,$15.31 ,$2.08 ,$16.64 ,$520.00 ,T-3,,,,,,,
# 1 Southern Pine 2x4 6.08,1,6.08,8,1.92,4.053,5.333,1.28,8,Southern Pine,Number 1,Untreated,2,4,$1.72 ,$1.72 ,$2.27 ,$2.27 ,$425.00 ,EJ-4A,,,,,,,
# 1 Southern Pine 2x4 6.253,1,6.253,8,1.747,4.169,5.333,1.165,8,Southern Pine,Number 1,Untreated,2,4,$1.77 ,$1.77 ,$2.27 ,$2.27 ,$425.00 ,FT-5B,,,,,,,
# 1 Southern Pine 2x4 6.375,8,6.375,8,1.625,34,42.667,8.667,64,Southern Pine,Number 1,Untreated,2,4,$1.81 ,$14.45 ,$2.27 ,$18.13 ,$425.00 ,T-3B,,,,,,,
# 1 Southern Pine 2x4 6.705,9,6.705,8,1.295,40.229,48,7.771,72,Southern Pine,Number 1,Untreated,2,4,$1.90 ,$17.10 ,$2.27 ,$20.40 ,$425.00 ,FT-3D | T-3,,,,,,,
# 1 Southern Pine 2x4 7.1,1,7.1,8,0.9,4.733,5.333,0.6,8,Southern Pine,Number 1,Untreated,2,4,$2.01 ,$2.01 ,$2.27 ,$2.27 ,$425.00 ,T-5B,,,,,,,
# 1 Southern Pine 2x4 7.183,1,7.183,8,0.817,4.789,5.333,0.544,8,Southern Pine,Number 1,Untreated,2,4,$2.04 ,$2.04 ,$2.27 ,$2.27 ,$425.00 ,T-5D,,,,,,,
# 1 Southern Pine 2x4 7.677,2,7.677,8,0.323,10.236,10.667,0.431,16,Southern Pine,Number 1,Untreated,2,4,$2.18 ,$4.35 ,$2.27 ,$4.53 ,$425.00 ,CJ-2A,,,,,,,
# 1 Southern Pine 2x4 8,2,8,8,0,10.667,10.667,0,16,Southern Pine,Number 1,Untreated,2,4,$2.27 ,$4.53 ,$2.27 ,$4.53 ,$425.00 ,T-3A,,,,,,,
# 1 Southern Pine 2x4 9.32,1,9.32,10,0.68,6.213,6.667,0.453,10,Southern Pine,Number 1,Untreated,2,4,$3.36 ,$3.36 ,$3.60 ,$3.60 ,$540.00 ,FT-1A,,,,,,,
# 1 Southern Pine 2x4 9.33,1,9.33,10,0.67,6.22,6.667,0.447,10,Southern Pine,Number 1,Untreated,2,4,$3.36 ,$3.36 ,$3.60 ,$3.60 ,$540.00 ,FT-1B,,,,,,,
# 1 Southern Pine 2x4 9.691,1,9.691,10,0.309,6.461,6.667,0.206,10,Southern Pine,Number 1,Untreated,2,4,$3.49 ,$3.49 ,$3.60 ,$3.60 ,$540.00 ,T-4A,,,,,,,
# 1 Southern Pine 2x4 10,10,10,10,0,66.667,66.667,0,100,Southern Pine,Number 1,Untreated,2,4,$3.60 ,$36.00 ,$3.60 ,$36.00 ,$540.00 ,FT-3C | FT-3D | T-3,,,,,,,
# 1 Southern Pine 2x4 10.27,1,10.27,12,1.73,6.847,8,1.153,12,Southern Pine,Number 1,Untreated,2,4,$3.56 ,$3.56 ,$4.16 ,$4.16 ,$520.00 ,FT-3C,,,,,,,
# 1 Southern Pine 2x4 12.437,1,12.437,14,1.563,8.291,9.333,1.042,14,Southern Pine,Number 1,Untreated,2,4,$4.64 ,$4.64 ,$5.23 ,$5.23 ,$560.00 ,FT-3D,,,,,,,
# 1 Southern Pine 2x4 12.8,1,12.8,14,1.2,8.533,9.333,0.8,14,Southern Pine,Number 1,Untreated,2,4,$4.78 ,$4.78 ,$5.23 ,$5.23 ,$560.00 ,FT-1D,,,,,,,
# 1 Southern Pine 2x4 13.906,1,13.906,14,0.094,9.271,9.333,0.063,14,Southern Pine,Number 1,Untreated,2,4,$5.19 ,$5.19 ,$5.23 ,$5.23 ,$560.00 ,FT-1E,,,,,,,
# 1 Southern Pine 2x4 13.919,10,13.919,14,0.081,92.792,93.333,0.542,140,Southern Pine,Number 1,Untreated,2,4,$5.20 ,$51.96 ,$5.23 ,$52.27 ,$560.00 ,T-3A | T-3B,,,,,,,
# 1 Southern Pine 2x4 14.185,2,14.185,16,1.815,18.914,21.333,2.419,32,Southern Pine,Number 1,Untreated,2,4,$5.34 ,$10.69 ,$6.03 ,$12.05 ,$565.00 ,T-3A,,,,,,,
# 1 Southern Pine 2x4 15.424,3,15.424,16,0.576,30.847,32,1.153,48,Southern Pine,Number 1,Untreated,2,4,$5.81 ,$17.43 ,$6.03 ,$18.08 ,$565.00 ,T-4,,,,,,,
# 1 Southern Pine 2x4 15.938,1,15.938,16,0.062,10.625,10.667,0.041,16,Southern Pine,Number 1,Untreated,2,4,$6.00 ,$6.00 ,$6.03 ,$6.03 ,$565.00 ,FT-3A,,,,,,,
# 1 Southern Pine 2x4 18.104,1,18.104,20,1.896,12.069,13.333,1.264,20,Southern Pine,Number 1,Untreated,2,4,$7.30 ,$7.30 ,$8.07 ,$8.07 ,$605.00 ,FT-3B,,,,,,,
# 1 Southern Pine 2x6 11.242,2,11.242,12,0.758,22.483,24,1.517,24,Southern Pine,Number 1,Untreated,2,6,$4.61 ,$9.22 ,$4.92 ,$9.84 ,$410.00 ,HG-1,,,,,,,
# 1 Southern Pine 2x6 15.771,2,15.771,16,0.229,31.542,32,0.458,32,Southern Pine,Number 1,Untreated,2,6,$6.07 ,$12.14 ,$6.16 ,$12.32 ,$385.00 ,T-3A,,,,,,,
# 1 Southern Pine 2x6 16.4,1,16.4,18,1.6,16.4,18,1.6,18,Southern Pine,Number 1,Untreated,2,6,$7.22 ,$7.22 ,$7.92 ,$7.92 ,$440.00 ,FT-3A,,,,,,,
# 2 Southern Pine 2x4 0.985,1,0.985,2,1.015,0.657,1.333,0.677,2,Southern Pine,Number 2,Untreated,2,4,$0.27 ,$0.27 ,$0.54 ,$0.54 ,$405.00 ,FT-1B,,,,,,,
# 2 Southern Pine 2x4 1.078,4,1.078,2,0.922,2.875,5.333,2.458,8,Southern Pine,Number 2,Untreated,2,4,$0.29 ,$1.16 ,$0.54 ,$2.16 ,$405.00 ,CJ-1B,,,,,,,
# 2 Southern Pine 2x4 1.225,1,1.225,2,0.775,0.817,1.333,0.517,2,Southern Pine,Number 2,Untreated,2,4,$0.33 ,$0.33 ,$0.54 ,$0.54 ,$405.00 ,T-5A,,,,,,,
# 2 Southern Pine 2x4 1.292,1,1.292,2,0.708,0.861,1.333,0.472,2,Southern Pine,Number 2,Untreated,2,4,$0.35 ,$0.35 ,$0.54 ,$0.54 ,$405.00 ,T-4C,,,,,,,
# 2 Southern Pine 2x4 1.364,1,1.364,2,0.636,0.909,1.333,0.424,2,Southern Pine,Number 2,Untreated,2,4,$0.37 ,$0.37 ,$0.54 ,$0.54 ,$405.00 ,T-6B,,,,,,,
# 2 Southern Pine 2x4 1.474,2,1.474,2,0.526,1.965,2.667,0.701,4,Southern Pine,Number 2,Untreated,2,4,$0.40 ,$0.80 ,$0.54 ,$1.08 ,$405.00 ,CJ-4B,,,,,,,
# 2 Southern Pine 2x4 1.532,4,1.532,2,0.468,4.086,5.333,1.247,8,Southern Pine,Number 2,Untreated,2,4,$0.41 ,$1.65 ,$0.54 ,$2.16 ,$405.00 ,CJ-1A,,,,,,,
# 2 Southern Pine 2x4 1.553,1,1.553,2,0.447,1.036,1.333,0.298,2,Southern Pine,Number 2,Untreated,2,4,$0.42 ,$0.42 ,$0.54 ,$0.54 ,$405.00 ,FT-1A,,,,,,,
# 2 Southern Pine 2x4 1.641,2,1.641,2,0.359,2.188,2.667,0.479,4,Southern Pine,Number 2,Untreated,2,4,$0.44 ,$0.89 ,$0.54 ,$1.08 ,$405.00 ,CJ-2C,,,,,,,
# 2 Southern Pine 2x4 1.674,9,1.674,2,0.326,10.042,12,1.958,18,Southern Pine,Number 2,Untreated,2,4,$0.45 ,$4.07 ,$0.54 ,$4.86 ,$405.00 ,EJ-2,,,,,,,
# 2 Southern Pine 2x4 2.063,1,2.063,4,1.937,1.375,2.667,1.292,4,Southern Pine,Number 2,Untreated,2,4,$0.68 ,$0.68 ,$1.32 ,$1.32 ,$495.00 ,FT-6A,,,,,,,
# 2 Southern Pine 2x4 2.068,1,2.068,4,1.932,1.378,2.667,1.288,4,Southern Pine,Number 2,Untreated,2,4,$0.68 ,$0.68 ,$1.32 ,$1.32 ,$495.00 ,FT-5D,,,,,,,
# 2 Southern Pine 2x4 2.375,9,2.375,4,1.625,14.25,24,9.75,36,Southern Pine,Number 2,Untreated,2,4,$0.78 ,$7.05 ,$1.32 ,$11.88 ,$495.00 ,FT-3D | T-3,,,,,,,
# 2 Southern Pine 2x4 2.387,1,2.387,4,1.613,1.591,2.667,1.076,4,Southern Pine,Number 2,Untreated,2,4,$0.79 ,$0.79 ,$1.32 ,$1.32 ,$495.00 ,FT-1B,,,,,,,
# 2 Southern Pine 2x4 2.458,1,2.458,4,1.542,1.639,2.667,1.028,4,Southern Pine,Number 2,Untreated,2,4,$0.81 ,$0.81 ,$1.32 ,$1.32 ,$495.00 ,FT-6C,,,,,,,
# 2 Southern Pine 2x4 2.667,21,2.667,4,1.333,37.333,56,18.667,84,Southern Pine,Number 2,Untreated,2,4,$0.88 ,$18.48 ,$1.32 ,$27.72 ,$495.00 ,EJ-1 | CJ-1A | HG-1 | FT-1A | FT-1B | FT-1C | FT-1D | FT-1E,,,,,,,
# 2 Southern Pine 2x4 2.734,5,2.734,4,1.266,9.113,13.333,4.22,20,Southern Pine,Number 2,Untreated,2,4,$0.90 ,$4.51 ,$1.32 ,$6.60 ,$495.00 ,CJ-1B | FT-3D,,,,,,,
# 2 Southern Pine 2x4 2.767,1,2.767,4,1.233,1.844,2.667,0.822,4,Southern Pine,Number 2,Untreated,2,4,$0.91 ,$0.91 ,$1.32 ,$1.32 ,$495.00 ,T-5D,,,,,,,
# 2 Southern Pine 2x4 2.903,1,2.903,4,1.097,1.935,2.667,0.731,4,Southern Pine,Number 2,Untreated,2,4,$0.96 ,$0.96 ,$1.32 ,$1.32 ,$495.00 ,T-5D,,,,,,,
# 2 Southern Pine 2x4 2.943,1,2.943,4,1.057,1.962,2.667,0.705,4,Southern Pine,Number 2,Untreated,2,4,$0.97 ,$0.97 ,$1.32 ,$1.32 ,$495.00 ,FT-1E,,,,,,,
# 2 Southern Pine 2x4 3.068,2,3.068,4,0.932,4.091,5.333,1.243,8,Southern Pine,Number 2,Untreated,2,4,$1.01 ,$2.02 ,$1.32 ,$2.64 ,$495.00 ,T-3A,,,,,,,
# 2 Southern Pine 2x4 3.141,1,3.141,4,0.859,2.094,2.667,0.572,4,Southern Pine,Number 2,Untreated,2,4,$1.04 ,$1.04 ,$1.32 ,$1.32 ,$495.00 ,FT-1A,,,,,,,
# 2 Southern Pine 2x4 3.163,2,3.163,4,0.837,4.217,5.333,1.116,8,Southern Pine,Number 2,Untreated,2,4,$1.04 ,$2.09 ,$1.32 ,$2.64 ,$495.00 ,CJ-4B,,,,,,,
# 2 Southern Pine 2x4 3.183,1,3.183,4,0.817,2.122,2.667,0.544,4,Southern Pine,Number 2,Untreated,2,4,$1.05 ,$1.05 ,$1.32 ,$1.32 ,$495.00 ,T-5B,,,,,,,
# 2 Southern Pine 2x4 3.22,1,3.22,4,0.78,2.147,2.667,0.52,4,Southern Pine,Number 2,Untreated,2,4,$1.06 ,$1.06 ,$1.32 ,$1.32 ,$495.00 ,FT-1C,,,,,,,
# 2 Southern Pine 2x4 3.292,2,3.292,4,0.708,4.389,5.333,0.944,8,Southern Pine,Number 2,Untreated,2,4,$1.09 ,$2.17 ,$1.32 ,$2.64 ,$495.00 ,T-4B | FT-6B,,,,,,,
# 2 Southern Pine 2x4 3.343,2,3.343,4,0.657,4.458,5.333,0.876,8,Southern Pine,Number 2,Untreated,2,4,$1.10 ,$2.21 ,$1.32 ,$2.64 ,$495.00 ,CJ-2C,,,,,,,
# 2 Southern Pine 2x4 3.474,2,3.474,4,0.526,4.632,5.333,0.701,8,Southern Pine,Number 2,Untreated,2,4,$1.15 ,$2.29 ,$1.32 ,$2.64 ,$495.00 ,CJ-4A,,,,,,,
# 2 Southern Pine 2x4 3.557,1,3.557,4,0.443,2.372,2.667,0.295,4,Southern Pine,Number 2,Untreated,2,4,$1.17 ,$1.17 ,$1.32 ,$1.32 ,$495.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 3.558,3,3.558,4,0.442,7.117,8,0.883,12,Southern Pine,Number 2,Untreated,2,4,$1.17 ,$3.52 ,$1.32 ,$3.96 ,$495.00 ,EJ-1,,,,,,,
# 2 Southern Pine 2x4 3.641,2,3.641,4,0.359,4.854,5.333,0.479,8,Southern Pine,Number 2,Untreated,2,4,$1.20 ,$2.40 ,$1.32 ,$2.64 ,$495.00 ,CJ-2B,,,,,,,
# 2 Southern Pine 2x4 3.642,2,3.642,4,0.358,4.856,5.333,0.477,8,Southern Pine,Number 2,Untreated,2,4,$1.20 ,$2.40 ,$1.32 ,$2.64 ,$495.00 ,T-6B,,,,,,,
# 2 Southern Pine 2x4 3.668,1,3.668,4,0.332,2.446,2.667,0.221,4,Southern Pine,Number 2,Untreated,2,4,$1.21 ,$1.21 ,$1.32 ,$1.32 ,$495.00 ,FT-3A,,,,,,,
# 2 Southern Pine 2x4 3.7,2,3.7,4,0.3,4.933,5.333,0.4,8,Southern Pine,Number 2,Untreated,2,4,$1.22 ,$2.44 ,$1.32 ,$2.64 ,$495.00 ,T-3A,,,,,,,
# 2 Southern Pine 2x4 3.771,2,3.771,4,0.229,5.028,5.333,0.306,8,Southern Pine,Number 2,Untreated,2,4,$1.24 ,$2.49 ,$1.32 ,$2.64 ,$495.00 ,KJ-1,,,,,,,
# 2 Southern Pine 2x4 3.896,4,3.896,4,0.104,10.389,10.667,0.278,16,Southern Pine,Number 2,Untreated,2,4,$1.29 ,$5.14 ,$1.32 ,$5.28 ,$495.00 ,FT-3A | FT-3B | T-3A,,,,,,,
# 2 Southern Pine 2x4 3.958,4,3.958,4,0.042,10.556,10.667,0.111,16,Southern Pine,Number 2,Untreated,2,4,$1.31 ,$5.23 ,$1.32 ,$5.28 ,$495.00 ,T-6A,,,,,,,
# 2 Southern Pine 2x4 3.964,1,3.964,4,0.036,2.642,2.667,0.024,4,Southern Pine,Number 2,Untreated,2,4,$1.31 ,$1.31 ,$1.32 ,$1.32 ,$495.00 ,FT-1D,,,,,,,
# 2 Southern Pine 2x4 4.053,1,4.053,6,1.947,2.702,4,1.298,6,Southern Pine,Number 2,Untreated,2,4,$1.34 ,$1.34 ,$1.98 ,$1.98 ,$495.00 ,FT-1D,,,,,,,
# 2 Southern Pine 2x4 4.068,1,4.068,6,1.932,2.712,4,1.288,6,Southern Pine,Number 2,Untreated,2,4,$1.34 ,$1.34 ,$1.98 ,$1.98 ,$495.00 ,FT-5C,,,,,,,
# 2 Southern Pine 2x4 4.125,2,4.125,6,1.875,5.5,8,2.5,12,Southern Pine,Number 2,Untreated,2,4,$1.36 ,$2.72 ,$1.98 ,$3.96 ,$495.00 ,HG-1,,,,,,,
# 2 Southern Pine 2x4 4.195,10,4.195,6,1.805,27.965,40,12.035,60,Southern Pine,Number 2,Untreated,2,4,$1.38 ,$13.84 ,$1.98 ,$19.80 ,$495.00 ,FT-3C | FT-3D | T-3,,,,,,,
# 2 Southern Pine 2x4 4.197,4,4.197,6,1.803,11.191,16,4.809,24,Southern Pine,Number 2,Untreated,2,4,$1.38 ,$5.54 ,$1.98 ,$7.92 ,$495.00 ,FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 2 Southern Pine 2x4 4.229,1,4.229,6,1.771,2.819,4,1.181,6,Southern Pine,Number 2,Untreated,2,4,$1.40 ,$1.40 ,$1.98 ,$1.98 ,$495.00 ,FT-6B,,,,,,,
# 2 Southern Pine 2x4 4.37,1,4.37,6,1.63,2.913,4,1.087,6,Southern Pine,Number 2,Untreated,2,4,$1.44 ,$1.44 ,$1.98 ,$1.98 ,$495.00 ,FT-1A,,,,,,,
# 2 Southern Pine 2x4 4.438,4,4.438,6,1.562,11.833,16,4.167,24,Southern Pine,Number 2,Untreated,2,4,$1.46 ,$5.86 ,$1.98 ,$7.92 ,$495.00 ,FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 2 Southern Pine 2x4 4.479,1,4.479,6,1.521,2.986,4,1.014,6,Southern Pine,Number 2,Untreated,2,4,$1.48 ,$1.48 ,$1.98 ,$1.98 ,$495.00 ,FT-1E,,,,,,,
# 2 Southern Pine 2x4 4.521,1,4.521,6,1.479,3.014,4,0.986,6,Southern Pine,Number 2,Untreated,2,4,$1.49 ,$1.49 ,$1.98 ,$1.98 ,$495.00 ,FT-3A,,,,,,,
# 2 Southern Pine 2x4 4.625,2,4.625,6,1.375,6.166,8,1.834,12,Southern Pine,Number 2,Untreated,2,4,$1.53 ,$3.05 ,$1.98 ,$3.96 ,$495.00 ,FT-3A | FT-3B,,,,,,,
# 2 Southern Pine 2x4 4.75,1,4.75,6,1.25,3.167,4,0.833,6,Southern Pine,Number 2,Untreated,2,4,$1.57 ,$1.57 ,$1.98 ,$1.98 ,$495.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 4.901,4,4.901,6,1.099,13.068,16,2.932,24,Southern Pine,Number 2,Untreated,2,4,$1.62 ,$6.47 ,$1.98 ,$7.92 ,$495.00 ,CJ-1A,,,,,,,
# 2 Southern Pine 2x4 4.904,1,4.904,6,1.096,3.27,4,0.73,6,Southern Pine,Number 2,Untreated,2,4,$1.62 ,$1.62 ,$1.98 ,$1.98 ,$495.00 ,FT-3B,,,,,,,
# 2 Southern Pine 2x4 4.933,1,4.933,6,1.067,3.289,4,0.711,6,Southern Pine,Number 2,Untreated,2,4,$1.63 ,$1.63 ,$1.98 ,$1.98 ,$495.00 ,T-5C,,,,,,,
# 2 Southern Pine 2x4 5.019,2,5.019,6,0.981,6.692,8,1.308,12,Southern Pine,Number 2,Untreated,2,4,$1.66 ,$3.31 ,$1.98 ,$3.96 ,$495.00 ,FT-3A | FT-3B,,,,,,,
# 2 Southern Pine 2x4 5.13,1,5.13,6,0.87,3.42,4,0.58,6,Southern Pine,Number 2,Untreated,2,4,$1.69 ,$1.69 ,$1.98 ,$1.98 ,$495.00 ,FT-5B,,,,,,,
# 2 Southern Pine 2x4 5.132,1,5.132,6,0.868,3.421,4,0.579,6,Southern Pine,Number 2,Untreated,2,4,$1.69 ,$1.69 ,$1.98 ,$1.98 ,$495.00 ,FT-6C,,,,,,,
# 2 Southern Pine 2x4 5.183,1,5.183,6,0.817,3.456,4,0.544,6,Southern Pine,Number 2,Untreated,2,4,$1.71 ,$1.71 ,$1.98 ,$1.98 ,$495.00 ,T-5C,,,,,,,
# 2 Southern Pine 2x4 5.257,1,5.257,6,0.743,3.505,4,0.495,6,Southern Pine,Number 2,Untreated,2,4,$1.73 ,$1.73 ,$1.98 ,$1.98 ,$495.00 ,FT-3A,,,,,,,
# 2 Southern Pine 2x4 5.292,2,5.292,6,0.708,7.056,8,0.944,12,Southern Pine,Number 2,Untreated,2,4,$1.75 ,$3.49 ,$1.98 ,$3.96 ,$495.00 ,T-4A | FT-6A,,,,,,,
# 2 Southern Pine 2x4 5.293,9,5.293,6,0.707,31.76,36,4.24,54,Southern Pine,Number 2,Untreated,2,4,$1.75 ,$15.72 ,$1.98 ,$17.82 ,$495.00 ,T-3B | T-3C,,,,,,,
# 2 Southern Pine 2x4 5.33,2,5.33,6,0.67,7.106,8,0.894,12,Southern Pine,Number 2,Untreated,2,4,$1.76 ,$3.52 ,$1.98 ,$3.96 ,$495.00 ,CJ-4A,,,,,,,
# 2 Southern Pine 2x4 5.382,1,5.382,6,0.618,3.588,4,0.412,6,Southern Pine,Number 2,Untreated,2,4,$1.78 ,$1.78 ,$1.98 ,$1.98 ,$495.00 ,FT-5B,,,,,,,
# 2 Southern Pine 2x4 5.5,4,5.5,6,0.5,14.667,16,1.333,24,Southern Pine,Number 2,Untreated,2,4,$1.82 ,$7.26 ,$1.98 ,$7.92 ,$495.00 ,EJ-4 | EJ-4A,,,,,,,
# 2 Southern Pine 2x4 5.51,2,5.51,6,0.49,7.347,8,0.653,12,Southern Pine,Number 2,Untreated,2,4,$1.82 ,$3.64 ,$1.98 ,$3.96 ,$495.00 ,CJ-2B,,,,,,,
# 2 Southern Pine 2x4 5.519,5,5.519,6,0.481,18.397,20,1.603,30,Southern Pine,Number 2,Untreated,2,4,$1.82 ,$9.11 ,$1.98 ,$9.90 ,$495.00 ,FT-3B | FT-3C | FT-3D | T-3A,,,,,,,
# 2 Southern Pine 2x4 5.641,2,5.641,6,0.359,7.521,8,0.479,12,Southern Pine,Number 2,Untreated,2,4,$1.86 ,$3.72 ,$1.98 ,$3.96 ,$495.00 ,CJ-2A,,,,,,,
# 2 Southern Pine 2x4 5.964,1,5.964,6,0.036,3.976,4,0.024,6,Southern Pine,Number 2,Untreated,2,4,$1.97 ,$1.97 ,$1.98 ,$1.98 ,$495.00 ,FT-1C,,,,,,,
# 2 Southern Pine 2x4 6.068,1,6.068,8,1.932,4.045,5.333,1.288,8,Southern Pine,Number 2,Untreated,2,4,$2.41 ,$2.41 ,$3.17 ,$3.17 ,$595.00 ,FT-5B,,,,,,,
# 2 Southern Pine 2x4 6.158,3,6.158,8,1.842,12.316,16,3.684,24,Southern Pine,Number 2,Untreated,2,4,$2.44 ,$7.33 ,$3.17 ,$9.52 ,$595.00 ,FT-5E | FT-5D | FT-5C,,,,,,,
# 2 Southern Pine 2x4 6.179,1,6.179,8,1.821,4.119,5.333,1.214,8,Southern Pine,Number 2,Untreated,2,4,$2.45 ,$2.45 ,$3.17 ,$3.17 ,$595.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 6.37,1,6.37,8,1.63,4.247,5.333,1.087,8,Southern Pine,Number 2,Untreated,2,4,$2.53 ,$2.53 ,$3.17 ,$3.17 ,$595.00 ,FT-1B,,,,,,,
# 2 Southern Pine 2x4 6.375,1,6.375,8,1.625,4.25,5.333,1.083,8,Southern Pine,Number 2,Untreated,2,4,$2.53 ,$2.53 ,$3.17 ,$3.17 ,$595.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 6.599,8,6.599,8,1.401,35.195,42.667,7.472,64,Southern Pine,Number 2,Untreated,2,4,$2.62 ,$20.94 ,$3.17 ,$25.39 ,$595.00 ,T-3B,,,,,,,
# 2 Southern Pine 2x4 6.734,1,6.734,8,1.266,4.49,5.333,0.844,8,Southern Pine,Number 2,Untreated,2,4,$2.67 ,$2.67 ,$3.17 ,$3.17 ,$595.00 ,FT-3C,,,,,,,
# 2 Southern Pine 2x4 7.083,6,7.083,8,0.917,28.333,32,3.667,48,Southern Pine,Number 2,Untreated,2,4,$2.81 ,$16.86 ,$3.17 ,$19.04 ,$595.00 ,T-6A | T-6B | FT-6A | FT-6B | FT-6C,,,,,,,
# 2 Southern Pine 2x4 7.095,3,7.095,8,0.905,14.191,16,1.809,24,Southern Pine,Number 2,Untreated,2,4,$2.81 ,$8.44 ,$3.17 ,$9.52 ,$595.00 ,EJ-1,,,,,,,
# 2 Southern Pine 2x4 7.13,8,7.13,8,0.87,38.027,42.667,4.639,64,Southern Pine,Number 2,Untreated,2,4,$2.83 ,$22.63 ,$3.17 ,$25.39 ,$595.00 ,T-3B,,,,,,,
# 2 Southern Pine 2x4 7.253,10,7.253,8,0.747,48.356,53.333,4.977,80,Southern Pine,Number 2,Untreated,2,4,$2.88 ,$28.77 ,$3.17 ,$31.73 ,$595.00 ,GT-6 | T-6,,,,,,,
# 2 Southern Pine 2x4 7.292,1,7.292,8,0.708,4.861,5.333,0.472,8,Southern Pine,Number 2,Untreated,2,4,$2.89 ,$2.89 ,$3.17 ,$3.17 ,$595.00 ,HG-4,,,,,,,
# 2 Southern Pine 2x4 7.524,4,7.524,8,0.476,20.065,21.333,1.269,32,Southern Pine,Number 2,Untreated,2,4,$2.98 ,$11.94 ,$3.17 ,$12.69 ,$595.00 ,EJ-4 | HG-4,,,,,,,
# 2 Southern Pine 2x4 8,1,8,8,0,5.333,5.333,0,8,Southern Pine,Number 2,Untreated,2,4,$3.17 ,$3.17 ,$3.17 ,$3.17 ,$595.00 ,T-3C,,,,,,,
# 2 Southern Pine 2x4 8.036,9,8.036,10,1.964,48.219,60,11.781,90,Southern Pine,Number 2,Untreated,2,4,$2.20 ,$19.77 ,$2.73 ,$24.60 ,$410.00 ,T-3B | T-3C,,,,,,,
# 2 Southern Pine 2x4 8.067,1,8.067,10,1.933,5.378,6.667,1.289,10,Southern Pine,Number 2,Untreated,2,4,$2.20 ,$2.20 ,$2.73 ,$2.73 ,$410.00 ,FT-5A,,,,,,,
